[2.428966354213527e-07, 4.18434607001447e-13, 1.2017211630001173e-19, 1.555068852738225e-20, 7.988135040591975e-39, 6.461685072351435e-27, 1.5776525558297274e-38]
[4.0444949664334145e-07, 1.1993792595997975e-11, 2.7576479106939446e-17, 2.6538051931806877e-17, 2.3567604800622134e-31, 6.911986011726218e-22, 1.1812096766160638e-36]
[2.6340661296809745e-07, 1.3108516587953736e-12, 7.256278562516747e-18, 6.30952990068259e-19, 4.0012050496136006e-35, 1.8816009823008e-24, 5.3216856161383114e-36]
[2.927648098323494e-07, 2.448619432315796e-12, 3.0390765732342074e-18, 3.985514725686268e-19, 1.8987828351586198e-35, 1.2928769665591006e-24, 1.1864392310081056e-35]
[1.3066895489134302e-07, 4.856054266235489e-13, 4.002017541484036e-18, 2.650278760372427e-19, 3.354360136470796e-35, 1.4774323388832258e-24, 3.1730045465397597e-37]
[3.212068664299103e-07, 3.3793337840122564e-12, 1.1026683069053425e-17, 4.699003968843187e-19, 9.934225234866699e-36, 1.0483044271747954e-24, 1.6775888059131905e-35]
[2.1383963940350207e-07, 1.1068905678291713e-12, 4.230408257564506e-18, 1.363927035644858e-18, 1.6603233251686356e-34, 2.956813228261945e-24, 2.146010452426327e-35]
[3.509871625683576e-07, 2.1895345789212756e-12, 4.735316006094184e-17, 2.7218278713188878e-18, 5.711930701533711e-34, 1.0862935722819647e-23, 4.047666818915204e-34]
[1.5449196660178005e-07, 1.0459879255041982e-12, 1.4610893722822232e-18, 6.846150032821743e-20, 1.0917762525262661e-36, 3.780021861419693e-25, 1.5434430553163923e-37]
[1.2629378097468677e-07, 6.568815695903686e-13, 3.304038948672693e-18, 5.636127132943419e-19, 2.5324132898200997e-35, 2.154492774213016e-24, 9.75268506951773e-37]
